epoch,acc,loss
0,0.5485499999999999,0.008367605826258659
1,0.5886000000000001,0.007862973675131798
2,0.60975,0.008142549738287926
3,0.6219000000000001,0.008241066887974739
4,0.61585,0.00830429824590683
5,0.62805,0.00815838532447815
6,0.62385,0.00808514879643917
7,0.624,0.008171970069408417
8,0.62815,0.008120963567495346
9,0.6325999999999999,0.008205583959817886
10,0.6171500000000001,0.008326411613821983
11,0.6276499999999999,0.008208387023210525
12,0.61955,0.008206104770302772
13,0.62415,0.008236248180270194
14,0.62765,0.008024286180734634
15,0.6305,0.008107117447257043
16,0.6345500000000001,0.008122541961073875
17,0.63635,0.008067661926150322
18,0.63355,0.008068556541204452
19,0.63725,0.008115091794729233
20,0.6386499999999999,0.008010674023628235
21,0.63875,0.008135970577597618
22,0.64095,0.008081246075034142
23,0.64055,0.00811263864338398
24,0.6392,0.008082250449061393
25,0.6430499999999999,0.007993151569366455
26,0.6477999999999999,0.007983177503943444
27,0.6416999999999999,0.008009221720695495
28,0.6455,0.008079687142372132
29,0.6475500000000001,0.008048437705636024
29,0.6398499999999999,0.008116177299618721
30,0.6427499999999999,0.008007449197769165
31,0.64225,0.007969091647863387
32,0.6468499999999999,0.007985152289271354
33,0.6489,0.008092246055603027
34,0.6461499999999999,0.00807320373058319
35,0.6532500000000001,0.008070016273856163
36,0.6496999999999999,0.007988601511716842
37,0.65145,0.007970369538664817
38,0.6494,0.007966693317890168
38,0.64435,0.03113417348116636
39,0.65985,0.03253994054943323
40,0.6737500000000001,0.03314892304390669
41,0.67885,0.033826784697175025
42,0.70095,0.03326536490768194
43,0.7041999999999999,0.018539854630827905
44,0.7142999999999999,0.018263141936063765
45,0.71785,0.018179972264170646
46,0.7196,0.018185531347990037
47,0.7253999999999999,0.017784057523310186
48,0.7327,0.017817049013078214
49,0.7358,0.01810024521946907
50,0.7342500000000001,0.017249102149903776
51,0.7403000000000001,0.017531163458526136
52,0.7396,0.017726283821463584
51,0.73745,0.01762799610942602
52,0.7342000000000001,0.01766342382133007
53,0.74245,0.017697283105552197
54,0.748,0.01739887628108263
55,0.74115,0.016982903642952442
56,0.7496999999999999,0.016432146438956262
57,0.7435,0.01642616571933031
58,0.7457499999999999,0.016706853893399237
59,0.74495,0.016083181872963905
60,0.7466000000000002,0.016394982995092868
61,0.74715,0.01679127680212259
62,0.7474999999999999,0.016402897810935974
63,0.75215,0.01647110603004694
64,0.74565,0.016686289988458156
60,0.70625,0.016876678064465522
61,0.7107,0.016534243631362914
62,0.72645,0.01652002721428871
63,0.73295,0.016187936300039292
64,0.7371999999999999,0.015869135650992395
65,0.7445999999999999,0.01611036383509636
66,0.7506,0.01591548821926117
67,0.7502,0.01581210321187973
68,0.75545,0.015724644033610822
69,0.75705,0.015558902841806412
70,0.7585,0.01551598197221756
71,0.7583499999999999,0.015478559663891792
72,0.7627499999999999,0.015137885195761919
73,0.7654000000000001,0.015541396437585354
74,0.76635,0.015190217773616314
75,0.7657999999999998,0.015348293377459049
76,0.77225,0.014951789237558842
77,0.7684,0.015090915325284004
78,0.77205,0.015235648462176322
79,0.7740499999999999,0.01508741625547409
76,0.7657999999999999,0.014849072089791297
77,0.76905,0.015252145147323608
78,0.76915,0.014744518588483333
79,0.7736999999999999,0.015262189503014088
80,0.77475,0.015011811281740665
81,0.7739499999999999,0.015170139707624913
82,0.7711000000000001,0.015287408950924874
83,0.7789999999999999,0.014638131345808506
84,0.7788999999999999,0.01487602951079607
85,0.77805,0.015081139615178108
86,0.781,0.014932622501254081
87,0.7774,0.0151790832310915
88,0.7861,0.014323910745978356
89,0.7833500000000001,0.014665009681880474
90,0.7836000000000001,0.014915967452526092
91,0.7916000000000001,0.014578506748378278
92,0.7938000000000001,0.014480996502935887
93,0.79305,0.014385997259616852
94,0.7876000000000001,0.014904809838533402
95,0.7887,0.014539155972003937
96,0.79495,0.014765651679039002
97,0.7999499999999999,0.014072910387814046
98,0.7944500000000001,0.014325475320219994
99,0.79775,0.014147608897089959
100,0.8058705469141998,0.014091186971962452
